"kilde (aktivitet)";"energiprodukt";"komponent";"år";"statistikkvariabel";"08940: Klimagasser, etter kilde (aktivitet), energiprodukt, komponent, år og statistikkvariabel"
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";89
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";44
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";16
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";15
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";10
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";165
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";178
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";87
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";243
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";234
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";268
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";159
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";54
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";100
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";68
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";125
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";87
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";4
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";11
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K11 Karbondioksid (CO2)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K12 Metan (CH4)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";2
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";2
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";2
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K13 Lystgass (N2O)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K80 Hydrofluorkarboner (HFK)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
